iteration,lossGD,lossLSGD,error2GD,error2LSGD,rel_errorGD,rel_errorLSGD
1,11.154833106797998,0.6654177420075282,26.725933945006485,12.101518712428252,1.1635942723421664,0.7829879308818016
2,6.621995606490348,0.6271602920965691,23.56242492337689,11.880029228223055,1.0925595596397175,0.7757894763107864
3,3.875082158303501,0.627214742575444,21.669240440720518,11.88014572882715,1.0477483214217562,0.7757932801617421
4,2.7631922784066902,0.6271941295445019,20.932446535465637,11.880250390856878,1.029781593228227,0.7757966974565452
5,2.8805338939977605,0.6271508254462538,21.056297311580657,11.88029353003401,1.0328235489991324,0.7757981059790792
6,3.560060819694539,0.6270992734358952,21.559800978007985,11.880295883748687,1.045099170936663,0.7757981828293394
7,4.1527445031247066,0.6270449179395441,21.980598507968836,11.880271919878005,1.0552488469537424,0.7757974003935783
8,4.328800463248553,0.626990295001196,22.089610587753523,11.880230484170731,1.057862347129697,0.7757960474892748
9,4.0853987937485385,0.6269367340342875,21.892159421717626,11.880177190191484,1.0531238068468463,0.7757943074007774
10,3.5894397177010635,0.6268849503367696,21.513048027327827,11.88011563017914,1.0439653945134664,0.7757922974152257
11,3.044932640969039,0.6268353240598533,21.101455037082435,11.880048198738496,1.0339304621038987,0.7757900957166852
12,2.6197840445349705,0.6267880225037705,20.778993588663123,11.879976435021739,1.0260000548976338,0.7757877525584825
13,2.409908978055961,0.626743066615604,20.614448126546364,11.87990119306409,1.0219296170273298,0.7757852958245839
14,2.425960272284386,0.6267003665605185,20.614619674948806,11.879822830251046,1.0219338691428221,0.7757827371830025
15,2.6021040613418,0.6266597545952729,20.731004052467167,11.879741331032541,1.0248145853494852,0.7757800761249989
16,2.8286682569331703,0.6266209986386885,20.883669936857228,11.87965648038731,1.0285810995731643,0.7757773056287515
17,2.9988502207868226,0.6265838642805206,20.99517357574767,11.879568007847578,1.0313233822305898,0.7757744168618752
18,3.0477248367006307,0.6265481063311888,21.018712636394227,11.879475634963681,1.0319013622816924,0.7757714007311795
19,2.9667095741427527,0.6265135192052322,20.948401795253858,11.879379138819719,1.0301739817405589,0.775768249956554
20,2.7936963958316343,0.6264798978038749,20.81195511381188,11.879278179416268,1.0268134996294664,0.7757649534346894
21,2.590219591656444,0.6264470783072443,20.654073017763146,11.879172316291084,1.0229113170737318,0.7757614967816796
22,2.4170108781280053,0.6264149134150887,20.51873661824886,11.879060853236446,1.019554481380557,0.7757578572625854
23,2.3149254348772295,0.6263833168749248,20.43542166985516,11.878942870637989,1.0174824597554504,0.7757540048471393
24,2.2949125637656707,0.6263522730646985,20.411859865684782,11.878817155112735,1.0168957178424718,0.7757498999119915
25,2.338689903814098,0.6263218913215629,20.434538994743427,11.878682243414985,1.0174604852604623,0.7757454946740028
