modesX,modesY,coeffINI,accumINI,coeffGD,accumGD,coeffLSGD,accumLSGD
1,1,25.47942699757119,25.47942699757119,2.2474218136359885,2.2474218136359885,14.486651226956537,14.486651226956537
1,2,5.420699021245179,30.900126018816366,1.6797460747852684,3.927167888421257,7.310409886134009,21.797061113090546
1,3,6.6532075366333325,37.5533335554497,29.21012560706511,33.13729349548637,41.38416751019383,63.18122862328438
1,4,1.1612665241922067,38.714600079641905,4.142272238174144,37.27956573366051,2.065049112793848,65.24627773607823
1,5,4.297111115748207,43.01171119539011,5.525598382879956,42.80516411654047,17.68544548969487,82.9317232257731
1,6,0.3284406878558021,43.340151883245916,0.27024661329489624,43.07541072983536,3.1555446420257947,86.08726786779889
1,7,0.5510502434268277,43.891202126672745,0.4064754258138219,43.481886155649185,1.6309752733290084,87.7182431411279
1,8,0.05913594137023091,43.950338068042974,0.747705380563741,44.22959153621293,0.3923721308901336,88.11061527201804
1,9,0.1526958824231531,44.10303395046613,0.029435457732228654,44.259026993945156,0.8726280216938058,88.98324329371184
1,10,0.019283246121995706,44.12231719658812,0.008335129845499513,44.267362123790654,0.08281867307349217,89.06606196678533
1,11,0.05931312894926666,44.181630325537384,0.0775505136060306,44.34491263739668,0.43080045814876705,89.4968624249341
1,12,0.007927370778487373,44.18955769631587,0.021500168558688925,44.36641280595537,0.03263312380252826,89.52949554873662
1,13,0.028962133674161627,44.218519829990036,0.014342324766320708,44.38075513072169,0.2340175715969599,89.76351312033358
1,14,0.0039697420907661325,44.222489572080804,0.012677547621793118,44.39343267834348,0.013164926340182431,89.77667804667377
1,15,0.0155700495168939,44.2380596215977,0.010069589237703562,44.40350226758118,0.12766104830658676,89.90433909498036
1,16,0.002356144243236062,44.240415765840936,0.005263031614977322,44.40876529919616,0.005627907446986009,89.90996700242735
1,17,0.008869971618571133,44.24928573745951,0.0036092248605146516,44.41237452405667,0.07711212092163079,89.98707912334898
1,18,0.0016182834626593844,44.25090402092217,0.0047389499129605805,44.417113473969636,0.0023517187428048055,89.98943084209178
1,19,0.005998585337380105,44.25690260625955,0.003555481056850428,44.420668955026485,0.048853452564250305,90.03828429465602
1,20,0.0008392300875175444,44.257741836347066,0.002835474990114437,44.4235044300166,0.0022703152764223075,90.04055460993244
1,21,0.003956617319153767,44.26169845366622,0.0012261421345674986,44.42473057215117,0.03356038254961961,90.07411499248207
1,22,0.000641257433099162,44.26233971109932,0.0023314039229633443,44.427061976074135,0.00033611505767445945,90.07445110753974
1,23,0.002443205871398979,44.264782916970724,0.0015387976667133616,44.42860077374085,0.02460191538490391,90.09905302292465
1,24,0.0005167184441610514,44.265299635414884,0.0013708244900297725,44.42997159823088,0.0005352421434051775,90.09958826506805
1,25,0.0019038655784090438,44.26720350099329,0.0008776487275359943,44.43084924695842,0.02090537395697955,90.12049363902503
1,26,0.00023587505059783273,44.26743937604389,0.0008451849480172748,44.431694431906436,0.00014863866488744936,90.12064227768991
1,27,0.0014449743575907202,44.26888435040148,0.0003382526301536991,44.43203268453659,0.01385155547267621,90.13449383316258
1,28,0.00038442929378880095,44.26926877969527,0.000409940359573409,44.43244262489616,0.0014986646560007878,90.13599249781858
1,29,0.0013273608106086892,44.27059614050587,0.002171917953310942,44.434614542849474,0.01381364279422314,90.1498061406128
1,30,0.00028346823898722545,44.27087960874486,0.00245366227103326,44.437068205120504,0.0011087021910877323,90.15091484280389
1,31,0.000715629182904961,44.27159523792777,0.0003345868601086279,44.43740279198061,0.0066361799438663625,90.15755102274775
1,32,4.129966588236037e-05,44.27163653759365,0.00021552191869867382,44.43761831389931,0.0006488745094529713,90.1581998972572
1,33,0.000349795512266216,44.271986333105914,0.0007141042747684002,44.43833241817408,0.0009336142015772294,90.15913351145878
1,34,6.728135974795913e-05,44.27205361446566,0.0004525677856724173,44.43878498595975,0.00039235772503569074,90.15952586918381
1,35,0.000587017084980549,44.272640631550644,5.730171225072007e-05,44.438842287672,0.004814325991089742,90.1643401951749
1,36,0.0003086304112429598,44.272949261961884,0.002182149653704432,44.44102443732571,0.0017892435736427195,90.16612943874854
1,37,0.0011559942193076714,44.274105256181194,0.0017474134558918743,44.442771850781604,4.40063020058797e-06,90.16613383937874
1,38,9.963689364769159e-05,44.274204893074845,7.589817059127422e-05,44.4428477489522,0.00027813933679383956,90.16641197871554
1,39,0.00047320903758495386,44.27467810211243,0.0007239021768963715,44.44357165112909,0.004055692100825552,90.17046767081636
1,40,0.0001811923643035392,44.274859294476734,0.0005346531885469752,44.444106304317636,0.0018455555579912656,90.17231322637436
1,41,1.4569118608467716e-07,44.27485944016792,1.8370802931841063e-05,44.44412467512057,0.01224308662547628,90.18455631299983
1,42,1.0997457267744579e-05,44.27487043762519,0.00035781850350280557,44.44448249362407,0.005603864008194616,90.19016017700802
1,43,0.00036852279727965905,44.27523896042247,0.005060847471246967,44.44954334109532,0.01750785332769065,90.20766803033571
1,44,0.0002235361835549229,44.275462496606025,0.0020466937694260316,44.45159003486475,0.0012813110428089116,90.20894934137851
1,45,0.00021964555960233718,44.27568214216563,0.00036143731243728084,44.451951472177186,0.006164312241458683,90.21511365361997
1,46,8.710593304899549e-06,44.275690852758935,0.0010790288833266264,44.45303050106051,0.0020875436827717574,90.21720119730274
1,47,6.150279805290042e-05,44.27575235555699,0.00017874576917829542,44.45320924682969,0.004451056020859452,90.2216522533236
1,48,0.00022746251348602762,44.275979818070475,1.5913380562072993e-05,44.45322516021025,0.0004344822072533746,90.22208673553085
1,49,1.530913580500813e-05,44.27599512720628,8.436073285799307e-05,44.45330952094311,0.0020415547525744256,90.22412829028343
1,50,0.00021813518234714885,44.27621326238862,0.0015442368102347717,44.45485375775334,0.00026906181775069633,90.22439735210118
1,51,0.0001700764784886797,44.27638333886711,0.0052346291177754415,44.460088386871114,3.5806317115572473e-06,90.22440093273289
1,52,3.928102543823216e-05,44.27642261989255,0.0006395968424651215,44.46072798371358,4.434594051771199e-05,90.22444527867341
1,53,0.00034448495735128114,44.2767671048499,1.7751402720212128e-05,44.460745735116305,0.0010266631284113282,90.22547194180183
1,54,0.0005296251203305061,44.27729672997023,0.011230082824229635,44.47197581794053,0.0005476593054129828,90.22601960110724
1,55,0.00047639926278576555,44.27777312923302,0.0025435011130181965,44.47451931905355,0.005558890838084799,90.23157849194533
1,56,0.0008570090385167759,44.27863013827154,0.00017197408321207759,44.47469129313676,0.0012438604087476627,90.23282235235408
1,57,0.0030750025369100237,44.28170514080845,0.008021625287395478,44.482712918424156,0.009996283866777566,90.24281863622086
1,58,0.0013754866635698304,44.28308062747202,0.0176220168762032,44.50033493530036,0.00023563320851032772,90.24305426942936
1,59,0.002865452289274088,44.28594607976129,0.002340784475441917,44.5026757197758,0.011108099407016398,90.25416236883638
1,60,0.0007029031755873596,44.286648982936875,0.009058211291604857,44.511733931067404,0.051973474566199836,90.30613584340257
1,61,0.0005071222203404613,44.287156105157216,0.003676562128195726,44.5154104931956,0.00803979716790156,90.31417564057047
1,62,0.000825288483731086,44.28798139364095,0.03015405131004945,44.54556454450565,0.027177282354948457,90.34135292292542
1,63,0.0004731042474844132,44.28845449788843,0.0049785984123060295,44.55054314291796,0.0075260489243322804,90.34887897184976
1,64,0.0001383167752405689,44.28859281466367,0.007308440723775474,44.557851583641735,0.003467102976604912,90.35234607482636
2,1,1.2830808774471432,45.571673692110814,25.512956032208834,70.07080761585057,7.675985912580682,98.02833198740704
2,2,0.9507034505293132,46.522377142640124,20.125859114980585,90.19666673083115,2.7168408659426886,100.74517285334973
2,3,2.514562452629134,49.03693959526926,29.921258672689135,120.11792540352029,11.604205015570448,112.34937786892017
2,4,0.13488121822421803,49.171820813493476,0.374897816493389,120.49282322001368,0.7423972503563413,113.09177511927652
2,5,0.9496115204420489,50.12143233393552,3.0424440624724114,123.53526728248609,3.135463836508364,116.22723895578488
2,6,0.12230971825512212,50.24374205219065,0.2440519973879265,123.77931927987402,0.3891746411449989,116.61641359692989
