modesX,modesY,coeffINI,accumINIinside,accumINIoutside,accumINIototal,coeffGD,accumGDinside,accumGDoutside,accumGDototal,coeffLSGD,accumLSGDinside,accumLSGDoutside,accumLSGDototal
1,1,17.25404285057576,956.6132539658975,0.9081615134432065,957.5214154793407,1.213265845149604e-06,0.3225228831153273,0.93387092116773,1.2563938042830571,3.082219391364362e-07,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,2,40.27951707405456,956.6132539658975,0.9081615134432065,957.5214154793407,4.459836144881786e-05,0.3225228831153273,0.93387092116773,1.2563938042830571,1.595646384108705e-06,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,3,3.1126487595951566,956.6132539658975,0.9081615134432065,957.5214154793407,8.817458792083342e-08,0.3225228831153273,0.93387092116773,1.2563938042830571,8.216622434685453e-11,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,4,0.7497844287183035,956.6132539658975,0.9081615134432065,957.5214154793407,0.0010054882926447484,0.3225228831153273,0.93387092116773,1.2563938042830571,4.287102837865213e-07,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,5,0.07855183364069214,956.6132539658975,0.9081615134432065,957.5214154793407,0.00227710714798726,0.3225228831153273,0.93387092116773,1.2563938042830571,6.228322525586564e-05,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,6,0.09113432995361029,956.6132539658975,0.9081615134432065,957.5214154793407,0.004431183577634906,0.3225228831153273,0.93387092116773,1.2563938042830571,5.294350480384557e-06,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,7,0.014526909127463888,956.6132539658975,0.9081615134432065,957.5214154793407,0.0009485550502114767,0.3225228831153273,0.93387092116773,1.2563938042830571,3.443622314312876e-05,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,8,0.0242837037421152,956.6132539658975,0.9081615134432065,957.5214154793407,0.007191557509133684,0.3225228831153273,0.93387092116773,1.2563938042830571,1.1447529666009103e-06,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,9,0.004740777885591226,956.6132539658975,0.9081615134432065,957.5214154793407,0.0027203715813010304,0.3225228831153273,0.93387092116773,1.2563938042830571,0.0035914487797394905,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,10,0.009438702002917087,956.6132539658975,0.9081615134432065,957.5214154793407,0.004055423154031023,0.3225228831153273,0.93387092116773,1.2563938042830571,0.00017495400785003012,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,11,0.0018884103978069123,956.6132539658975,0.9081615134432065,957.5214154793407,0.00204600451208976,0.3225228831153273,0.93387092116773,1.2563938042830571,0.003198773191716149,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,12,0.004418350760529474,956.6132539658975,0.9081615134432065,957.5214154793407,0.0024785228589555516,0.3225228831153273,0.93387092116773,1.2563938042830571,0.0001595733306394317,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,13,0.000886496075844782,956.6132539658975,0.9081615134432065,957.5214154793407,0.001112946343086036,0.3225228831153273,0.93387092116773,1.2563938042830571,0.0020645954144227026,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,14,0.002284647289737736,956.6132539658975,0.9081615134432065,957.5214154793407,0.0014953311808751169,0.3225228831153273,0.93387092116773,1.2563938042830571,0.00012393524630431886,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,15,0.0004863843787386814,956.6132539658975,0.9081615134432065,957.5214154793407,0.0007545137089287824,0.3225228831153273,0.93387092116773,1.2563938042830571,0.0014416739960130813,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,16,0.0013281111680103676,956.6132539658975,0.9081615134432065,957.5214154793407,0.0009271793279418156,0.3225228831153273,0.93387092116773,1.2563938042830571,2.9614432634906735e-05,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,17,0.00026337681578626515,956.6132539658975,0.9081615134432065,957.5214154793407,0.0003757093946524894,0.3225228831153273,0.93387092116773,1.2563938042830571,0.0006876393463264802,0.0007096670470416425,0.7626187043720252,0.7633283714190668
1,18,0.0007404901068220477,956.6132539658975,0.9081615134432065,957.5214154793407,0.0006379695743926188,0.3225228831153273,0.93387092116773,1.2563938042830571,1.5721098792933694e-05,0.0007096670470416425,0.7626187043720252,0.7633283714190668
