iteration,lossGD,lossLSGD,errorGD,errorLSGD
1,15.68880675001088,11.239246524200118,18.508614880275957,13.080460779594896
2,90.01117098905532,6.055445890908789,53.26546913703884,7.210415951474485
3,15.33560508023498,5.730077790708279,13.846184368846856,6.876768773972362
4,24.756066382878775,5.623353236966887,26.265279065304554,6.722833922169057
5,27.56853954313541,5.421938622368863,28.65509104509048,6.4840199658094395
6,14.81335472263774,5.340840911592394,17.711121183367453,6.342763842027054
7,11.508464183690046,5.291372222261938,12.336386366819642,6.241611992389156
8,18.57990948723578,5.221636033125111,14.81739656264309,6.1050003685771435
9,20.63266568395241,5.191306709460931,15.943397608916493,6.008912895652826
10,16.037276581335576,5.179935798900939,13.973936177554252,5.961625269190152
11,11.834035482415672,5.168375055758702,12.645766752744265,5.909221412137018
12,11.233920268653813,5.157909841849045,13.614865746719508,5.848095001687448
13,12.874397314140888,5.1499272203822954,15.731837925642964,5.789514712610794
14,14.261526106016461,5.145308041548956,17.171514654200667,5.740302131732992
15,14.173122150928911,5.141954122054765,17.07963114745421,5.702874121855944
16,12.927672022905751,5.139828539168458,15.756846848391422,5.676769939106444
17,11.470040077873522,5.138356000068148,13.988975157044608,5.6528020144862055
18,10.550800755499107,5.135133806403857,12.440015552752394,5.626063685718268
19,10.422680048678568,5.130197301487737,11.420371648642446,5.5886045729853615
20,10.879085131392689,5.127743089147267,10.914331836078969,5.566687984550091
21,11.449801345719717,5.125410838957018,10.71522415410363,5.546150680463838
22,11.699121270508515,5.123383699507907,10.604561043650929,5.525992557324754
23,11.487869905564821,5.121763903797748,10.496675382202092,5.51287831671903
24,10.99294780668437,5.120541905453232,10.449144042548179,5.50786643816778
25,10.503498388941335,5.118774460693907,10.557305888504745,5.506195469343448
26,10.215871082115923,5.1166471434508285,10.853491613054842,5.512442860425321
27,10.167959809642536,5.113610374159593,11.283821615059543,5.540277353468385
28,10.284784605670195,5.109126513679843,11.743134521862725,5.629858859350895
29,10.45256711556913,5.104100738225366,12.121238977557416,5.859989169606395
30,10.5744927878489,5.101415664956196,12.336062059213685,6.244343076162561
31,10.599212686930302,5.098404740111755,12.350046585932134,6.749932354825818
32,10.52584605661967,5.096411048869214,12.171742459826438,7.178570151020371
33,10.39145283531482,5.094928797774,11.84552954150336,7.633739660254558
34,10.24916400265281,5.092472820676232,11.434701664236373,8.403155274588492
35,10.146043413218553,5.088565324290902,11.004395780780767,9.716827170354367
36,10.107358119382432,5.083562603173833,10.609043068216131,11.515500580252382
37,10.130444105118027,5.079388256575098,10.285881552287702,13.830570040870622
38,10.189009625775622,5.073147445810245,10.054028974479559,17.031511633406655
39,10.246472498863813,5.066808648643468,9.917832837189465,22.933555518621876
40,10.273083505717594,5.058578187791356,9.87243100255296,33.79786285111657
41,10.258336607126765,5.0564815552774895,9.908655025923728,32.39581300022462
42,10.212189923994465,5.049340817335146,10.015088489499187,46.62696268481138
43,10.15597374694434,5.040482859370087,10.177507509055236,69.90504114957301
44,10.110155761989741,5.034486322975173,10.37791615439971,74.6375636283165
45,10.086133765973472,5.024683863539943,10.595118327615364,105.54664062098512
46,10.084564894505117,5.009785797280265,10.807021002430838,227.5005573990971
47,10.09843477800919,5.005479785233918,10.993575786337,253.0488939480069
48,10.117727639604858,4.991623114654514,11.139205559619574,339.16937817013354
49,10.13341819507044,4.983030871307097,11.234172657925171,365.7051610633266
50,10.139853973615562,4.975085723149938,11.274896248094521,440.1399802494158
51,10.135505926594105,4.967314980957015,11.263468954572868,596.811058752919
52,10.122457441532493,4.958425069144427,11.20665213229887,915.368166408542
53,10.105098685063453,4.950004051487762,11.11458537129608,1339.2466702739137
54,10.088477649312726,4.943209937476737,10.999393745955896,1610.6789205033735
55,10.076717153152481,4.936419789573762,10.87383052663765,1875.2222742175982
56,10.071859961779806,4.928637489435102,10.750059148821567,2265.661590375543
57,10.073429178399206,4.919900877715663,10.638658579140047,2857.399724191869
58,10.078837046880057,4.913555415819466,10.547918373168418,3128.6560170080706
59,10.084515204000745,4.909994359412169,10.48345159185732,3506.6627581008934
60,10.087341708906,4.900508584967282,10.44809167733249,5107.216348072705
61,10.08577525002657,4.900023538566228,10.441986686852088,5402.510582367382
62,10.08022792676569,4.894737729882293,10.46280560179918,7950.86847016383
63,10.072588859443027,4.889425977775661,10.506030367705614,11720.767258788937
64,10.065224212489625,4.887593858226517,10.565371055563313,10661.26496417433
65,10.059972349251534,4.886293590788233,10.633350255482465,9412.346495016407
66,10.057549266706378,4.882129748631074,10.702048617714597,11352.102408215957
67,10.057505187554263,4.882215115940561,10.763931415396925,11925.32641258678
68,10.0586164962945,4.879538491003977,10.81263537003624,16057.489489423893
69,10.059468625497527,4.878323430612184,10.843600755149422,19573.42075858563
70,10.058987497936672,4.876942145435404,10.854469730815806,22913.750041177595
71,10.056755864001225,4.8759196670416864,10.845215109901604,24395.549402676552
72,10.053052434749528,4.874840582824137,10.818001433782458,25108.639338269277
73,10.048644257341113,4.873456789702686,10.776810040505584,26916.889410828
74,10.044431852424541,4.872008462714547,10.726883455484984,29654.523370914296
75,10.041083834278067,4.8714346426806365,10.674062527302434,32221.89403570869
76,10.038794988334296,4.8702937062767395,10.624100189307313,37079.20083506668
77,10.037254405449094,4.868674394910194,10.582034789913628,43717.51147608009
78,10.035826468855275,4.868439746162634,10.551691101071333,42886.59837342845
79,10.033856040663732,4.86810945867734,10.535350910838687,44473.066895371354
80,10.030953479344227,4.86833911567099,10.53360631364571,43077.58205625833
81,10.027129058193061,4.8684742656450934,10.545388000230137,43438.585628503235
82,10.0227269720201,4.867631529126518,10.568152447017276,51416.45671265664
83,10.018211822965588,4.866418127822729,10.59821044116058,64787.36875834484
84,10.013927132810718,4.865418156006001,10.631174659669163,76809.04321216406
85,10.009943625949827,4.864678330052572,10.662490506037983,82591.8904310698
86,10.006055610959487,4.8638927496737185,10.68799558694425,82807.73096185844
87,10.001906224028419,4.863207174363311,10.704437963679432,77799.89586738372
88,9.997166123858584,4.863700760896348,10.709879397243611,71984.4101670915
89,9.99167589496258,4.862425732584746,10.703920394103408,80727.229623038
90,9.98548880714442,4.860724153326838,10.68770788184111,96113.60052863177
91,9.978801986266895,4.858864118215183,10.663719928704403,110594.72946384914
92,9.971817965119456,4.8574387756470445,10.63535904418425,113760.7919936764
93,9.964611944430427,4.861051425593228,10.606418403172482,77104.83459549441
94,9.95707627449454,4.857940767445033,10.580505599900274,101188.33331121589
95,9.948971193449598,4.862150296200099,10.560510916107324,75470.60345150258
96,9.94004934764627,4.8602023682752336,10.548192723170642,117657.1329921199
97,9.930176416161466,4.859229485834521,10.543929760092709,154455.55384789984
98,9.919372194047352,4.857162319434059,10.546669014788312,178443.6831989343
99,9.90774830386695,4.857734264550464,10.554083140676019,140933.44601416736
100,9.895387567253081,4.855324661318555,10.562936847940941,171569.10324416173
101,9.88224873654898,4.8548915216414805,10.569636317374307,140062.4420132875
102,9.868161271963704,4.852079508925185,10.570894117011829,181886.2531003951
103,9.852910745116624,4.85484313461708,10.56439331803734,139863.2382733889
104,9.836350404564751,4.851870208570438,10.549300411390263,173035.11342629942
105,9.818454667876566,4.853882964126374,10.526481567243934,164830.15107706818
106,9.799273042333716,4.846830500163812,10.49833323475861,283112.3442104778
107,9.778821282845467,4.849346544693575,10.46823574891314,157077.41093287308
108,9.757001355406826,4.844498109133497,10.439744482246388,204732.4398770111
109,9.733622126511627,4.844280243254879,10.415706913729226,157723.89486648986
110,9.708504350611278,4.8390918088877175,10.39751303099002,222213.79641650035
111,9.68157060796636,4.835621074440471,10.384659438130951,233064.27614407716
112,9.652828783751056,4.8413853185005795,10.374758870511572,243706.57349271464
113,9.622262362829908,4.83452653686678,10.364061338159274,256342.84531216082
114,9.589741838772245,4.833707600968744,10.348443760575337,227043.2896542693
115,9.555054724064714,4.824875016051605,10.324653834530698,546742.4728164849
116,9.518020884837732,4.820414217804823,10.29141340714954,298046.24652208656
117,9.478556122237944,4.819127750837122,10.249922695087294,103880.43455000999
118,9.436602433692022,4.80734363853217,10.203467184420047,169378.40640640407
119,9.392010527734067,4.805136026239101,10.156185555538155,263149.0681020972
120,9.344531375876773,4.810899861891754,10.111429395567464,159223.16043787007
121,9.293933240565963,4.811079446584275,10.070338708544917,182245.97250124265
122,9.240081452317007,4.804148349746669,10.031214228761975,493459.606272755
123,9.182868063681855,4.802046642681448,9.990044822933415,215416.44054072103
124,9.122111096021783,4.803497132981563,9.94216332767403,89520.71507721163
