modesX,modesY,coeffINI,accumINIinside,accumINIoutside,accumINIototal,coeffGD,accumGDinside,accumGDoutside,accumGDototal,coeffLSGD,accumLSGDinside,accumLSGDoutside,accumLSGDototal
1,1,0.010943469393806223,46178.80376498825,6.052975276468906,46184.856740264724,0.005686193643772223,3953.2852633095463,7.483779751342093,3960.769043060888,0.3612785144000072,112.55478560112033,0.4333931744014353,112.98817877552176
1,2,0.16157693559081587,46178.80376498825,6.052975276468906,46184.856740264724,0.01044547795152681,3953.2852633095463,7.483779751342093,3960.769043060888,2.0771355833298992,112.55478560112033,0.4333931744014353,112.98817877552176
1,3,0.0594713036283019,46178.80376498825,6.052975276468906,46184.856740264724,1.0078101737101521,3953.2852633095463,7.483779751342093,3960.769043060888,0.08858502495612407,112.55478560112033,0.4333931744014353,112.98817877552176
1,4,0.05698623719049564,46178.80376498825,6.052975276468906,46184.856740264724,1.6864284263322857,3953.2852633095463,7.483779751342093,3960.769043060888,0.0014119517099193157,112.55478560112033,0.4333931744014353,112.98817877552176
1,5,0.001423100661880859,46178.80376498825,6.052975276468906,46184.856740264724,0.1349203266021603,3953.2852633095463,7.483779751342093,3960.769043060888,0.00014768902867510176,112.55478560112033,0.4333931744014353,112.98817877552176
1,6,0.011947231442063786,46178.80376498825,6.052975276468906,46184.856740264724,1.556311223513186,3953.2852633095463,7.483779751342093,3960.769043060888,0.000368648345863211,112.55478560112033,0.4333931744014353,112.98817877552176
1,7,0.0002469115636729219,46178.80376498825,6.052975276468906,46184.856740264724,0.2474408161177059,3953.2852633095463,7.483779751342093,3960.769043060888,0.0026548680541140916,112.55478560112033,0.4333931744014353,112.98817877552176
1,8,0.003828078537317501,46178.80376498825,6.052975276468906,46184.856740264724,0.8451144679889467,3953.2852633095463,7.483779751342093,3960.769043060888,0.0002311145564310157,112.55478560112033,0.4333931744014353,112.98817877552176
1,9,7.439881261070384e-05,46178.80376498825,6.052975276468906,46184.856740264724,0.02085097689045493,3953.2852633095463,7.483779751342093,3960.769043060888,0.00023944026860166895,112.55478560112033,0.4333931744014353,112.98817877552176
1,10,0.0015848387651642222,46178.80376498825,6.052975276468906,46184.856740264724,0.031005826656367103,3953.2852633095463,7.483779751342093,3960.769043060888,5.3952990320104656e-05,112.55478560112033,0.4333931744014353,112.98817877552176
