modes,coeffINI,accumINI,coeffGD,accumGD,coeffLSGD,accumLSGD
1,0.18054795559084227,0.18054795559084227,2.5252024569057315e-06,2.5252024569057315e-06,2.5817146759807074e-09,2.5817146759807074e-09
2,0.0646284470154951,0.24517640260633738,0.0001421885121719406,0.00014471371462884631,3.921535792355595e-06,3.924117507031576e-06
3,6.125830804308384e-06,0.2451825284371417,0.0035278404983935256,0.003672554213022372,2.6327191834422896e-08,3.950444698865999e-06
4,0.0050734960883706895,0.2502560245255124,0.02393476479398017,0.027607319007002543,4.589492640597141e-09,3.955034191506596e-06
5,1.460923812103917e-06,0.25025748544932447,0.027091794995127847,0.054699114002130386,2.0961762882718929e-07,4.1646518203337855e-06
6,0.000982841827363736,0.2512403272766882,0.004411884203501791,0.059110998205632176,2.1322843687008905e-06,6.296936189034676e-06
7,1.8399451358885056e-07,0.2512405112712018,0.0054890282925351384,0.06460002649816732,3.636758416799804e-07,6.660612030714657e-06
8,0.000327824696523118,0.2515683359677249,0.0017612126091965496,0.06636123910736387,3.133941509863875e-10,6.660925424865643e-06
9,1.6317386902618732e-07,0.2515684991415939,0.0021533692681771003,0.06851460837554096,1.6474583352092504e-07,6.825671258386568e-06
10,0.00015421113331137688,0.2517227102749053,0.0007076916868695052,0.06922230006241047,2.4112796143725133e-07,7.06679921982382e-06
11,1.603257923605141e-06,0.25172431353282887,0.0009647365277115506,0.07018703659012202,2.7438783713571464e-07,7.341187056959534e-06
12,9.593883852218886e-05,0.2518202523713511,0.0003769518055673937,0.0705639883956894,6.892476611700128e-08,7.410111823076535e-06
13,5.1495064890648824e-06,0.25182540187784014,0.0004482146389397486,0.07101220303462916,8.014274936070494e-09,7.418126098012605e-06
14,7.695407485903116e-05,0.25190235595269916,0.00024902874805266505,0.07126123178268182,3.7549272176248726e-07,7.793618819775092e-06
15,1.2401519219000304e-05,0.25191475747191816,0.00020183553644753384,0.07146306731912935,1.0280828564674836e-06,8.821701676242575e-06
16,7.758985012499494e-05,0.2519923473220432,0.0002002983786617277,0.07166336569779108,6.523251794876976e-07,9.474026855730274e-06
17,2.653081573542556e-05,0.2520188781377786,7.58751974786162e-05,0.0717392408952697,6.234497368027405e-08,9.536371829410548e-06
18,9.481915618323713e-05,0.2521136972939619,0.00019462591482200523,0.0719338668100917,5.18453857884876e-08,9.588217215199036e-06
19,5.3786580050155216e-05,0.25216748387401206,1.4398649555214929e-05,0.07194826545964692,5.064644677705824e-07,1.009468168296962e-05
20,0.0001348097960116008,0.25230229367002366,0.00022557008801770757,0.07217383554766463,1.7468788890459692e-12,1.0094683429848508e-05
21,0.00010693743012628825,0.25240923110014996,1.4711866654097581e-06,0.07217530673433004,8.342983388766566e-08,1.0178113263736174e-05
22,0.000215397486005232,0.2526246285861552,0.00030592384536063614,0.07248123057969068,1.3122107713238638e-06,1.1490324035060037e-05
23,0.00021349752565605912,0.2528381261118113,4.8868726833759426e-05,0.07253009930652443,1.3132346309225098e-06,1.2803558665982547e-05
24,0.0003783560205712882,0.25321648213238257,0.00047587936906503853,0.07300597867558947,5.731745424741755e-07,1.3376733208456723e-05
25,0.00043701987932284427,0.2536535020117054,0.00020872814031539235,0.07321470681590486,2.2535910507436283e-06,1.5630324259200353e-05
26,0.0007248810733421787,0.25437838308504757,0.0008373141318806685,0.07405202094778553,3.4105915747166e-06,1.9040915833916954e-05
27,0.0009380318293399453,0.2553164149143875,0.0006293140606340861,0.07468133500841961,2.3445124816712855e-06,2.138542831558824e-05
28,0.0015243009533293715,0.2568407158677169,0.0016627819816301304,0.07634411699004974,6.978560979837133e-06,2.8363989295425374e-05
29,0.0021729055202429634,0.25901362138795986,0.00174789626103862,0.07809201325108836,7.019979733633036e-06,3.538396902905841e-05
30,0.003598393972474156,0.262612015360434,0.0037819475573218596,0.08187396080841022,1.406037998778597e-05,4.944434901684438e-05
31,0.005667577260851261,0.26827959262128526,0.005051595532627241,0.08692555634103746,1.1546496153835386e-05,6.099084517067976e-05
32,0.009992906025814942,0.2782724986471002,0.010260113965068282,0.09718567030610574,2.853158542714075e-05,8.952243059782052e-05
33,0.017884258446805797,0.296156757093906,0.016904239126305058,0.11408990943241079,2.2490934037178395e-05,0.00011201336463499891
34,0.03587816816241289,0.3320349252563189,0.03632500984528019,0.150414919277691,5.155113645582387e-05,0.00016356450109082277
35,0.07884102083354833,0.4108759460898672,0.0769962376938067,0.2274111569714977,3.129719701134467e-05,0.00019486169810216744
36,0.20751255817495207,0.6183885042648193,0.20846912131735534,0.435880278288853,8.411350030523393e-05,0.0002789751984074014
37,0.7092770734309973,1.3276655776958166,0.7043036952795425,1.1401839735683956,2.98345870720174e-05,0.0003088097854794188
38,4.083712410052998,5.411377987748814,4.0875170157921445,5.227700989360541,0.00012789390016014666,0.0004367036856395655
39,107.56200117569483,112.97337916344364,107.50677165747635,112.73447264683689,4.208614402365339e-05,0.0004787898296632189
40,1018.6275454573564,1131.6009246208,1018.5733336342919,1131.3078062811287,0.0003086880716751209,0.0007874779013383399
41,118.87840236299797,1250.479326983798,118.82585362695879,1250.1336599080876,1.6859970026224024e-05,0.0008043378713645639
42,4.9883047517135815,1255.4676317355115,4.991746130099068,1255.1254060381866,0.00013099911212263962,0.0009353369834872035
43,0.9583979943062416,1256.4260297298179,0.9541119053132724,1256.0795179435,8.350480213624424e-06,0.000943687463700828
44,0.3097748581460912,1256.735804587964,0.3105565110987883,1256.3900744545988,0.00014963724481880636,0.0010933247085196344
45,0.13061022183325857,1256.866414809797,0.12916764172236903,1256.5192420963212,1.6420509860378761e-06,0.0010949667595056723
46,0.06550467065668986,1256.9319194804539,0.06583373163460131,1256.585075827956,9.773800533560664e-05,0.001192704764841279
47,0.03649729126346073,1256.9684167717173,0.03579954068319865,1256.6208753686392,8.596862268584866e-05,0.0012786733875271277
48,0.022328928518441087,1256.9907457002357,0.022505494666997947,1256.6433808633062,1.5427851308431355e-05,0.0012941012388355592
49,0.014347328327145156,1257.005093028563,0.013945692849528544,1256.6573265561558,0.0003997558285762776,0.0016938570674118367
50,0.009839053168622339,1257.0149320817316,0.00994714983326604,1256.6672737059891,0.00020749826322358184,0.0019013553306354185
51,0.006888210529636512,1257.0218202922613,0.006631892352252427,1256.6739055983414,0.0006347699688570943,0.0025361252994925126
52,0.005088792012812494,1257.0269090842742,0.005160720543822566,1256.6790663188854,0.0009428736466599758,0.0034789989461524885
53,0.0037703601017501955,1257.030679444376,0.003595169532650569,1256.682661488418,0.0007967915411819606,0.004275790487334449
54,0.002935775801867867,1257.0336152201778,0.0029864719700631323,1256.685647960388,0.002037834934934001,0.006313625422268449
55,0.0022635470374558573,1257.0358787672153,0.0021377848605176075,1256.6877857452484,3.891623987340923e-05,0.0063525416621418584
56,0.001833028540180948,1257.0377117957555,0.0018703045200268332,1256.6896560497685,0.009865207330115295,0.016217748992257155
57,0.0014552494976857123,1257.0391670452532,0.0013615698469300567,1256.6910176196154,0.0014357863883322076,0.017653535380589364
58,0.0012149434682679143,1257.0403819887215,0.0012432560357817503,1256.6922608756513,0.015153415555142156,0.03280695093573152
59,0.0009861922599594519,1257.0413681809814,0.0009143693860809622,1256.6931752450373,0.001501194347763836,0.03430814528349536
60,0.0008437022127701871,1257.042211883194,0.0008657631603181948,1256.6940410081977,0.014376233426882665,0.04868437871037802
61,0.0006967820448106904,1257.0429086652389,0.0006404204522253051,1256.69468142865,0.002225760705609714,0.05091013941598774
62,0.0006081795901558296,1257.0435168448291,0.0006257324227160742,1256.6953071610728,0.003701018165386764,0.054611157581374505
63,0.0005092176432797888,1257.0440260624723,0.00046413632246177666,1256.6957712973954,0.0016305208260944514,0.05624167840746896
64,0.00045198564484430286,1257.044478048117,0.00046619545749917275,1256.6962374928528,0.0008271772130463566,0.057068855620515314
65,0.00038266779657116705,1257.0448607159137,0.0003460248391839237,1256.696583517692,0.0004745713119989074,0.05754342693251422
66,0.0003445378367499694,1257.0452052537505,0.0003562100676127209,1256.6969397277596,7.252451913522859e-05,0.057615951451649446
67,0.0002943702919018981,1257.0454996240423,0.00026417566133228186,1256.697203903421,0.000540850782693504,0.05815680223434295
68,0.00026831563903935467,1257.0457679396814,0.0002780253790460929,1256.6974819288,1.3555676275337616e-06,0.058158157801970485
69,0.00023099169949913984,1257.0459989313808,0.00020581501325955714,1256.6976877438133,0.00045879953371472717,0.05861695733568521
70,0.0002128128159795877,1257.0462117441969,0.0002209762157909654,1256.697908720029,5.311197036609159e-05,0.05867006930605131
71,0.0001843805804546622,1257.0463961247774,0.00016317074183846303,1256.698071890771,8.187316495662446e-05,0.058751942471007935
72,0.00017147673718397778,1257.0465676015147,0.00017840659073984426,1256.6982502973617,5.416899358783677e-05,0.05880611146459577
73,0.00014937325855394058,1257.0467169747733,0.0001313420125788438,1256.6983816393742,1.718632231282887e-06,0.05880783009682706
74,0.0001400841944425792,1257.0468570589678,0.00014601654718359906,1256.6985276559215,6.703623854198535e-05,0.05887486633536904
75,0.00012259430788879412,1257.0469796532757,0.00010714100583477296,1256.6986347969273,6.0353147765555036e-06,0.058880901650145596
76,0.0001158306369200692,1257.0470954839127,0.00012094718485042523,1256.698755744112,0.00016981153848617887,0.059050713188631775
77,0.00010177566125523284,1257.047197259574,8.843580999397955e-05,1256.6988441799222,4.4326882476790714e-05,0.059095040071108565
78,9.680773175190185e-05,1257.0472940673058,0.00010124967386274007,1256.698945429596,0.00036478558583877204,0.05945982565694734
79,8.535775632807664e-05,1257.047379425062,7.37666109508372e-05,1256.699019196207,8.893751927520349e-05,0.05954876317622254
80,8.168391639842371e-05,1257.0474611089785,8.55649558778961e-05,1256.699104761163,0.000633837321421692,0.060182600497644234
81,7.2243118256301e-05,1257.0475333520967,6.211203707606168e-05,1256.6991668732,0.00013002511258898905,0.06031262561023322
82,6.951543970239822e-05,1257.0476028675364,7.292371786684276e-05,1256.699239796918,0.0007218705781696011,0.06103449618840282
83,6.164622393661959e-05,1257.0476645137603,5.274340210091425e-05,1256.6992925403201,0.00014290539231057845,0.0611774015807134
84,5.961738458538208e-05,1257.0477241311448,6.262618012151016e-05,1256.6993551665003,0.0008138072417243408,0.06199120882243774
85,5.299484046547559e-05,1257.0477771259852,4.513286578183875e-05,1256.699400299366,0.00018111178018105544,0.0621723206026188
86,5.1486994268831493e-05,1257.0478286129796,5.4155675331334995e-05,1256.6994544550414,0.0009085243501644301,0.06308084495278322
87,4.58648060990061e-05,1257.0478744777856,3.88904432240876e-05,1256.6994933454846,0.00022401088270176337,0.063304855835485
88,4.474883059079462e-05,1257.0479192266162,4.712534879370955e-05,1256.6995404708334,0.0009476307456714893,0.06425248658115648
89,3.9938627545689536e-05,1257.0479591652438,3.3725495027005715e-05,1256.6995741963285,0.0002555826670144563,0.06450806924817094
90,3.9118721602602765e-05,1257.0479982839654,4.124429513555328e-05,1256.6996154406236,0.0009812773324039987,0.06548934658057494
91,3.4973962656251634e-05,1257.048033257928,2.9417713997401797e-05,1256.6996448583375,0.00028735757735333557,0.06577670415792827
92,3.437984738799293e-05,1257.0480676377754,3.628680190514565e-05,1256.6996811451395,0.0010072246052332014,0.06678392876316147
93,3.078475361499786e-05,1257.048098422529,2.5798008749986087e-05,1256.6997069431482,0.00030546880994646876,0.06708939757310795
94,3.0363327214693177e-05,1257.048128785856,3.2080762659966665e-05,1256.6997390239108,0.0010241633210459125,0.06811356089415385
95,2.722667161436973e-05,1257.0481560125277,2.2735776889112166e-05,1256.6997617596876,0.0003189081317092222,0.06843246902586307
96,2.6937986262740852e-05,1257.0481829505138,2.84891944236534e-05,1256.699790248882,0.0010375766267253909,0.06947004565258846
97,2.418596922540722e-05,1257.0482071364831,2.0129410144405055e-05,1256.699810378292,0.0003275400609776679,0.06979758571356613
98,2.3999137941578013e-05,1257.048231135621,2.54044391238308e-05,1256.6998357827313,0.0010398454287248885,0.07083743114229102
99,2.1572878379410917e-05,1257.0482527084994,1.7897626116385455e-05,1256.6998536803574,0.0003330574508442991,0.07117048859313532
100,2.1464436745743456e-05,1257.048274172936,2.2741127640888437e-05,1256.699876421485,0.0010342920199926454,0.07220478061312796
101,1.931514081321389e-05,1257.048293488077,1.5976316449788978e-05,1256.6998923978015,0.0003368378421707449,0.0725416184552987
102,1.9267223072956703e-05,1257.0483127553,2.0429994758934185e-05,1256.6999128277962,0.001021493558358564,0.07356311201365727
103,1.7355204026264415e-05,1257.0483301105041,1.4314103853488415e-05,1256.6999271419002,0.0003381374294161459,0.07390124944307341
104,1.7353359225350514e-05,1257.0483474638634,1.8415207558401438e-05,1256.6999455571076,0.001003253547600729,0.07490450299067414
105,1.564605652629095e-05,1257.0483631099198,1.2869079194241742e-05,1256.6999584261869,0.00033760793724354424,0.07524211092791769
