iteration,lossGD,lossLSGD,error2GD,error2LSGD,rel_errorGD,rel_errorLSGD
1,12.972873879394683,0.1330407779684879,12.973037587232923,0.13302653272425852,1.0082058541755663,0.10209336359462116
2,12.914072561857035,0.5252619348778088,12.914258441306508,0.5264202561775304,1.00591923634826,0.2030928680814002
3,12.888951335418549,0.23425197054544783,12.889151021582176,0.2347329744351908,1.004940925282279,0.13561740426184085
4,12.859747804043755,0.1498639108481003,12.859951311945824,0.15011048926631496,1.0038019588234222,0.10845108390802538
5,12.824243941677636,0.11508724143496685,12.824445109705309,0.11519120498762503,1.002415257203621,0.09500315699886011
6,12.791121029664406,0.09892103970813418,12.791317107021104,0.09894926322991225,1.0011197045126454,0.08805107429274593
7,12.764673866091695,0.09081081965701596,12.76486474966138,0.09080476902172654,1.0000840143927843,0.08434953750965443
8,12.742892086746465,0.0863410564362905,12.743079716048157,0.08632236260241771,0.9992302580928535,0.0822413130920187
9,12.72152349852732,0.08351330838516566,12.721710869646751,0.08349209268826563,0.9983921029002707,0.08088184509931978
10,12.698820186259923,0.08138421926479016,12.69901023880362,0.08136490027294208,0.9975009393492086,0.07984485285889137
11,12.676147059654458,0.07950071838094772,12.676341941790252,0.07948534070943777,0.9966102499626428,0.07891724156667253
12,12.655588078459175,0.07764983365834577,12.655788787896055,0.07763983848253762,0.9958019807654116,0.07799570505051703
13,12.637701113498476,0.0757410575918534,12.637907385415623,0.07573817592051577,0.9950982462763468,0.07703459387857826
14,12.6211456158081,0.07374812875367204,12.621356099610374,0.07375478805665593,0.9944464155949986,0.0760192335044413
15,12.604173592134098,0.07167888208494595,12.604386340900597,0.0716983340669145,0.9937776605181287,0.07495194531293022
16,12.586190233144588,0.06955876178181516,12.586403305986979,0.06959503941023135,0.9930684821119766,0.07384439202477211
17,12.567846773697473,0.06742131212915675,12.568058712324778,0.06747907283550232,0.9923445230853801,0.07271314513525085
18,12.550028791055082,0.06530213959405351,12.550238892918276,0.06538643006931691,0.9916407679066913,0.07157678543013558
19,12.532914964444359,0.06323493680061845,12.533123358053071,0.06335090647467947,0.9909643563726468,0.07045386021782386
20,12.515871486053953,0.061248804402035284,12.51607900445416,0.06140139417413061,0.9902902988052169,0.06936134288664271
21,12.498138732424815,0.05936655960430937,12.498346604653879,0.05956019294836648,0.9895885435830785,0.06831348237417835
22,12.479545492943753,0.057603878035787134,12.479754948382139,0.05784218341156813,0.9888522487093336,0.06732102438702892
23,12.460550874105138,0.05596921363318573,12.46076278662305,0.05625480287128567,0.9880995258962932,0.06639084255528115
24,12.441693404483138,0.054464327589527343,12.441908064993036,0.05479865064237821,0.9873516826590983,0.06552594741298601
25,12.423072699671032,0.0530853093112119,12.423289762132958,0.05346859713125744,0.9866126603641582,0.06472585134195079
26,12.404350759391662,0.05182392596418328,12.404569372133802,0.05225522238032074,0.9858690273447198,0.06398721773967733
27,12.385190376392796,0.05066906122982348,12.385409455984924,0.05114633368385896,0.9851073536842985,0.0633046526978908
28,12.365617267998896,0.049608124050922686,12.365835819364763,0.050128435371153496,0.9843286245782807,0.06267155224121462
29,12.345950806558331,0.048628235902328565,12.346168191059391,0.04918795245932496,0.9835455350393747,0.06208086349308555
30,12.326444265370412,0.04771715071646055,12.326660353109503,0.048312162341672044,0.9827681913420534,0.06152570724006063
31,12.307039460803493,0.04686383738935611,12.3072546337618,0.047489767524260706,0.9819943063231649,0.06099979822522413
32,12.287474842540233,0.046058800504281294,12.287689846260474,0.04671118977464525,0.9812134599001403,0.06049769684247091
33,12.267591312044988,0.04529416246542152,12.26780700184993,0.04596861858543666,0.9804192824245145,0.06001490225183215
34,12.247474987218856,0.044563580983475605,12.247692055802279,0.04525589044853773,0.9796151789880372,0.05954782918023801
35,12.227297240055051,0.04386208249164968,12.227516014810675,0.0445682874020383,0.9788079696616683,0.05909372267138787
36,12.207072156300919,0.04318583496309053,12.207292526191466,0.043902279909551034,0.9779981934385384,0.05865052633241303
37,12.186622193051669,0.04253192464598391,12.186843684936644,0.04325528013573996,0.97717871147715,0.05821674788761867
38,12.165771887575344,0.041898148669841026,12.16599386246477,0.04262541771551748,0.9763424521122913,0.05779133150129358
39,12.144516064426337,0.04128283417343158,12.14473795974811,0.0420113484550096,0.9754891674136554,0.057373545327262895
40,12.122967416813726,0.04068467500721197,12.1231889481125,0.04141208412576893,0.9746233537441921,0.05696287759521894
41,12.101177951098393,0.0401026201415223,12.101399206331903,0.040826877585418815,0.9737470850317896,0.056558965842910355
42,12.079069153773592,0.03953576265855932,12.07929054994361,0.04025511089594367,0.9728571845709525,0.056161524782289175
43,12.056542575687864,0.03898328088538531,12.056764695163583,0.039696236915433794,0.9719496533795142,0.05577030840477262
44,12.033604198223545,0.038444373051174804,12.033827568928773,0.039149713687892114,0.9710246811498213,0.05538506526408262
45,12.010336041715492,0.03791822531601393,12.010560946757485,0.03861497363121053,0.9700855204762874,0.05500551661629408
46,11.986770057527508,0.03740399043650429,11.986996446178168,0.038091402365791546,0.969133408229273,0.054631340572151625
47,11.962845946489477,0.03690078000296242,11.963073478554747,0.037578331088850656,0.9681658544967576,0.054262165409441274
48,11.93850144040972,0.03640767499092301,11.93872964219266,0.03707504640786162,0.9671802852969936,0.053897575346851974
49,11.913754458485403,0.035923737870142816,11.913982922024868,0.03658080184553733,0.9661773747528954,0.053537117814356196
50,11.88866271853679,0.03544803358953334,11.888891260350869,0.0360948378851836,0.9651594207330962,0.053180317328425576
51,11.863232161459543,0.034979671461506136,11.863460876630132,0.03561642296029788,0.9641266283108719,0.0528267054579636
52,11.837410553761487,0.03451782261093282,11.83763974493907,0.03514486910105348,0.9630768334101855,0.052475833051035384
53,11.811163468026175,0.03406177000342008,11.81139348288427,0.0346795817004798,0.9620085801899606,0.05212730854710036
54,11.784507913439636,0.03361093426962936,11.784738966165465,0.034220084159746186,0.9609224951089208,0.05178081876902901
55,11.757458126816697,0.03316489748932018,11.757690186575598,0.033766041087367527,0.959819088732314,0.05143614938428398
56,11.729980632370017,0.03272343262628098,11.730213429722683,0.03331728762186335,0.9586969235343568,0.05109321082309907
57,11.702031238786315,0.032286499749539524,11.702264384155322,0.03287382582099575,0.957554120642875,0.05075203976016223
58,11.673606715388306,0.03185426011558336,11.673839868746025,0.03243583938059815,0.9563904757687266,0.05041281483362717
59,11.644726037823322,0.03142705761852248,11.644959045011085,0.03200367587812376,0.955206698627766,0.050075847520713875
60,11.615380680329206,0.031005395804040027,11.615613609874552,0.03157782526723153,0.9540023733063927,0.04974156959385265
61,11.585540280415339,0.030589911769246393,11.585773344713726,0.03115889527788078,0.952776179345329,0.0494105174964319
62,11.555195970216523,0.030181339752324877,11.555429374742317,0.030747576870885748,0.9515276668055342,0.049083308005124386
63,11.52436002629197,0.02978046297515268,11.52459382985203,0.030344598144143448,0.9502572477995619,0.04876060347087953
64,11.493026937037103,0.029388083878839125,11.493260999976865,0.029950696819016596,0.9489645986144931,0.04844309053365646
65,11.46117053134382,0.029004977625305142,11.461404578236449,0.029566575927587484,0.9476485407322465,0.04813144417492844
66,11.428777660237113,0.02863185476359871,11.429011417531154,0.02919286870717444,0.9463084322055921,0.04782629779475927
67,11.39585078006067,0.02826933903698861,11.396084106960192,0.028830118818828427,0.9449442780514259,0.047528224721767334
68,11.362377883072403,0.02791793900325045,11.362610819615679,0.0284787540404692,0.9435554829219205,0.0472377136352279
69,11.328330800558387,0.02757803597337034,11.328563505925178,0.02813907630812099,0.9421407714769774,0.0469551568121166
70,11.293691174686888,0.027249885409847276,11.293923795333118,0.02781126537194826,0.9406992617260372,0.04668084954779518
71,11.258449062497476,0.02693360421514982,11.258681614320455,0.027495367328139734,0.9392304101005092,0.046414977012038956
72,11.222580928836635,0.02662918896020154,11.222813268239824,0.027191314913086795,0.9377330982026296,0.04615762786911762
73,11.186055645110654,0.02633652439759239,11.186287544441544,0.026898937384470804,0.9362058833516474,0.045908799752595285
74,11.148853297309284,0.02605539645452732,11.149084570632912,0.026617974280403696,0.934647785998768,0.04566840850812331
75,11.110955985773096,0.025785510984095927,11.111186578520904,0.026348095275922006,0.9330579053909341,0.04543630323109392
76,11.072333747899572,0.025526507100980637,11.072563729674568,0.026088913844134115,0.9314348237563188,0.045212276607501684
77,11.03295610077168,0.025277974782652347,11.033185568195545,0.025840004930628227,0.9297770839483843,0.0449960792232646
78,10.992799621643925,0.025039468139183216,10.993028582890378,0.025600917993158667,0.928083507785802,0.04478743035918866
79,10.951834473224643,0.024810511908157636,10.952062799220837,0.025371182850660576,0.9263526310591482,0.04458602285447254
80,10.910022804381724,0.024590619909387906,10.91025028069392,0.02515032730713428,0.9245826368305085,0.04439153854957634
81,10.867330749701397,0.02437929150276784,10.867557186320793,0.024937872336330026,0.9227718632733056,0.04420364427731302
82,10.823723893496705,0.024176021105597828,10.82394920660343,0.02473333999611278,0.9209186102867332,0.04402199908537383
83,10.779158841290375,0.023980305501188685,10.779383044509867,0.024536259538427016,0.9190207751939077,0.043846260027657555
84,10.733591481436402,0.02379163867531911,10.733814596944077,0.02434616024030188,0.9170761971759774,0.04367607616949778
85,10.686979818497452,0.023609528821444077,10.687201784163927,0.024162587119884775,0.9150827767235621,0.04351110303864683
86,10.639275600878317,0.023433487384981633,10.639496252373762,0.02398508807537375,0.9130381191666169,0.04335099155748018
87,10.590427576932258,0.023263047592236998,10.590646718685186,0.023813231317598264,0.9109396739816671,0.04319540417255374
88,10.540386704843636,0.02309776163900295,10.540604207143955,0.023646601118259274,0.9087849572812976,0.04304401156765832
89,10.48909975693451,0.022937206169685066,10.489315595215373,0.023484802385783175,0.9065712721961872,0.04289649732723916
90,10.43650965519322,0.02278099412099905,10.436723860504612,0.02332747168521985,0.9042957153047295,0.04275256856219679
91,10.382561050716042,0.02262877374694751,10.382773621952452,0.02317427571134869,0.9019554128329438,0.04261195517062878
92,10.327195969152752,0.02248023187334564,10.32740683264499,0.023024914246293254,0.8995473314230105,0.04247441317203468
93,10.270352897197016,0.02233510278095057,10.270561952394425,0.022879129002722043,0.8970682376734341,0.04233973350838184
94,10.211971348757029,0.02219316239973421,10.212178554584714,0.022736697963225146,0.8945148946979762,0.042207737506821906
95,10.151988826456261,0.02205422813634086,10.152194244237304,0.022597435383449188,0.89188392406517,0.04207827748727007
